FLIGHT,MAINTENANCE
43d43b,8.911209766925639
459509,8.911209766925639
46bfd7,8.911209766925639
47e2e4,8.911209766925639
488cc5,8.911209766925639
489660,8.911209766925639
49cf60,8.911209766925639
4a02af,8.911209766925639
4a5b3a,8.911209766925639
4a6c1f,8.911209766925639
4bfe1e,8.911209766925639
4c07c4,8.911209766925639
4c3af3,8.911209766925639
4d3804,8.911209766925639
4e2201,8.911209766925639
4f45eb,8.911209766925639
50b166,8.911209766925639
529e74,8.911209766925639
535695,8.911209766925639
53c945,8.911209766925639
53d4dd,8.911209766925639
545495,8.911209766925639
55c6b8,8.911209766925639
56c341,8.911209766925639
57294d,8.911209766925639
57d66b,8.911209766925639
5808ac,8.911209766925639
580ec7,8.911209766925639
589816,8.911209766925639
59225e,8.911209766925639
593a98,8.911209766925639
59f70d,8.911209766925639
5af3da,8.911209766925639
5b0dd8,8.911209766925639
5b39aa,8.911209766925639
5b4076,8.911209766925639
5c27ae,8.911209766925639
5e24f3,8.911209766925639
5e555d,8.911209766925639
5ee29e,8.911209766925639
5f6b9a,8.911209766925639
60668c,8.911209766925639
607c4d,8.911209766925639
60d555,8.911209766925639
616d17,8.911209766925639
621d96,8.911209766925639
623c28,8.911209766925639
625920,8.911209766925639
62b272,8.911209766925639
635228,8.911209766925639
635abd,8.911209766925639
644bf4,8.911209766925639
653447,8.911209766925639
65cc2c,8.911209766925639
661c41,8.911209766925639
664c2c,8.911209766925639
67300d,8.911209766925639
676420,8.911209766925639
67ff5a,8.911209766925639
6868bb,8.911209766925639
68c549,8.911209766925639
69247a,8.911209766925639
692912,8.911209766925639
6a86c9,8.911209766925639
6a913c,8.911209766925639
6abe55,8.911209766925639
6ae74e,8.911209766925639
6b56ea,8.911209766925639
6b59b6,8.911209766925639
6cf5e2,8.911209766925639
6d7615,8.911209766925639
6d7773,8.911209766925639
6d9f15,8.911209766925639
6dc7ed,8.911209766925639
6e76ad,8.911209766925639
6ebfc1,8.911209766925639
6ecdca,8.911209766925639
6f5766,8.911209766925639
700520,8.911209766925639
701929,8.911209766925639
70d091,8.911209766925639
70d18b,8.911209766925639
713b04,8.911209766925639
714eff,8.911209766925639
730cb0,8.911209766925639
7374a4,8.911209766925639
74d991,8.911209766925639
74e67f,8.911209766925639
7598bc,8.911209766925639
76b154,8.911209766925639
78df69,8.911209766925639
78ebba,8.911209766925639
796966,8.911209766925639
7a4a86,8.911209766925639
7a780e,8.911209766925639
7bebc2,8.911209766925639
7d4a2b,8.911209766925639
7f0167,8.911209766925639
7f1758,8.911209766925639
7f21fe,8.911209766925639
7f518f,8.911209766925639
7fa369,8.911209766925639
8013ab,8.911209766925639
80e8e0,8.911209766925639
811c26,8.911209766925639
816d93,8.911209766925639
825e85,8.911209766925639
82b032,8.911209766925639
835b3b,8.911209766925639
837357,8.911209766925639
843ec2,8.911209766925639
84de82,8.911209766925639
84eaf1,8.911209766925639
8502d5,8.911209766925639
86d8ee,8.911209766925639
86e7c8,8.911209766925639
8701b2,8.911209766925639
87edeb,8.911209766925639
885879,8.911209766925639
88c38c,8.911209766925639
8920c6,8.911209766925639
89802a,8.911209766925639
89944f,8.911209766925639
89acfa,8.911209766925639
8a2d7f,8.911209766925639
8a4cd9,8.911209766925639
8b951f,8.911209766925639
8b9a59,8.911209766925639
8bb47a,8.911209766925639
8ce912,8.911209766925639
8cea20,8.911209766925639
8d0536,8.911209766925639
8d0830,8.911209766925639
8dbfb9,8.911209766925639
8e4d8a,8.911209766925639
8e7dc6,8.911209766925639
8f461d,8.911209766925639
8fa2ee,8.911209766925639
8fc8ce,8.911209766925639
907158,8.911209766925639
909349,8.911209766925639
91516b,8.911209766925639
928e1d,8.911209766925639
9298be,8.911209766925639
92d62e,8.911209766925639
9393fb,8.911209766925639
959d77,8.911209766925639
95cefc,8.911209766925639
963d4b,8.911209766925639
96a440,8.911209766925639
97161f,8.911209766925639
977960,8.911209766925639
97ffd5,8.911209766925639
98309f,8.911209766925639
98adfa,8.911209766925639
9a0555,8.911209766925639
9a3bf0,8.911209766925639
9c1145,8.911209766925639
9c28b5,8.911209766925639
9c45e4,8.911209766925639
9c879f,8.911209766925639
9ed384,8.911209766925639
9ee5c3,8.911209766925639
9ef4ad,8.911209766925639
9f0552,8.911209766925639
9fc03f,8.911209766925639
a098f7,8.911209766925639
a0df10,8.911209766925639
a32364,8.911209766925639
a3c728,8.911209766925639
a3e21f,8.911209766925639
a4f5b0,8.911209766925639
a52734,8.911209766925639
a5356a,8.911209766925639
a53c0f,8.911209766925639
a66947,8.911209766925639
a78a63,8.911209766925639
a7bbe2,8.911209766925639
a85316,8.911209766925639
a8bf8a,8.911209766925639
aa6e89,8.911209766925639
aa9a3f,8.911209766925639
ab900c,8.911209766925639
ac0e0c,8.911209766925639
ac6f0a,8.911209766925639
ad1d1b,8.911209766925639
aeca9a,8.911209766925639
af374e,8.911209766925639
af508a,8.911209766925639
affb6f,8.911209766925639
b17ec6,8.911209766925639
b1e17a,8.911209766925639
b33335,8.911209766925639
b355f2,8.911209766925639
b3a923,8.911209766925639
b3df15,8.911209766925639
b3f1e0,8.911209766925639
b45fc8,8.911209766925639
b5742c,8.911209766925639
b66929,8.911209766925639
b76153,8.911209766925639
b8076d,8.911209766925639
b8e292,8.911209766925639
b8f1b5,8.911209766925639
b92606,8.911209766925639
b94666,8.911209766925639
b9f1a2,8.911209766925639
ba2594,8.911209766925639
ba7005,8.911209766925639
bab35d,8.911209766925639
bad2f6,8.911209766925639
bb2605,8.911209766925639
bb2963,8.911209766925639
bb90c1,8.911209766925639
bbc97f,8.911209766925639
bc38a6,8.911209766925639
bc8e64,8.911209766925639
bc9113,8.911209766925639
bca57c,8.911209766925639
bd1729,8.911209766925639
bd9750,8.911209766925639
bfe8f6,8.911209766925639
c067d6,8.911209766925639
c1f4f0,8.911209766925639
c258da,8.911209766925639
c2b456,8.911209766925639
c35588,8.911209766925639
c37e88,8.911209766925639
c40e35,8.911209766925639
c43ef9,8.911209766925639
c49e05,8.911209766925639
c4c294,8.911209766925639
c539e5,8.911209766925639
c79839,8.911209766925639
c7dcd0,8.911209766925639
c82841,8.911209766925639
c83ddf,8.911209766925639
c8409d,8.911209766925639
c8722c,8.911209766925639
c8b879,8.911209766925639
c8de82,8.911209766925639
c8df53,8.911209766925639
c910c8,8.911209766925639
c9133d,8.911209766925639
c9dcba,8.911209766925639
caeb3f,8.911209766925639
cb29dc,8.911209766925639
cb3a57,8.911209766925639
cb90a0,8.911209766925639
ce35d4,8.911209766925639
ced98f,8.911209766925639
cf2dcb,8.911209766925639
cf7255,8.911209766925639
d02a19,8.911209766925639
d04a46,8.911209766925639
d06eb4,8.911209766925639
d15ce4,8.911209766925639
d1defb,8.911209766925639
d2ad45,8.911209766925639
d3c326,8.911209766925639
d3e78b,8.911209766925639
d433db,8.911209766925639
d43cfb,8.911209766925639
d44338,8.911209766925639
d4cf0a,8.911209766925639
d62ab3,8.911209766925639
d64aa0,8.911209766925639
d6ba8b,8.911209766925639
d8d27e,8.911209766925639
d968d7,8.911209766925639
d9a5cd,8.911209766925639
d9f178,8.911209766925639
da1b34,8.911209766925639
da726f,8.911209766925639
da9ca5,8.911209766925639
daf8f7,8.911209766925639
dc3aaf,8.911209766925639
dd2146,8.911209766925639
dd63b0,8.911209766925639
de3134,8.911209766925639
dfc326,8.911209766925639
e01491,8.911209766925639
e0d25d,8.911209766925639
e0ec64,8.911209766925639
e13bca,8.911209766925639
e17126,8.911209766925639
e1c7cc,8.911209766925639
e1eaf4,8.911209766925639
e2fdb4,8.911209766925639
e40e03,8.911209766925639
e40eb4,8.911209766925639
e410e7,8.911209766925639
e476c9,8.911209766925639
e4cdef,8.911209766925639
e60774,8.911209766925639
e7f842,8.911209766925639
e874f7,8.911209766925639
e8be15,8.911209766925639
e8ee88,8.911209766925639
ea21e2,8.911209766925639
eb80bc,8.911209766925639
eb84ed,8.911209766925639
ebdab7,8.911209766925639
ec8b82,8.911209766925639
ecc875,8.911209766925639
ed490c,8.911209766925639
edb8ba,8.911209766925639
edcc57,8.911209766925639
ee0d48,8.911209766925639
eee042,8.911209766925639
ef9258,8.911209766925639
ef9683,8.911209766925639
effee8,8.911209766925639
f109db,8.911209766925639
f120ad,8.911209766925639
f15afd,8.911209766925639
f19bd7,8.911209766925639
f1f0b8,8.911209766925639
f2cf4b,8.911209766925639
f3d17e,8.911209766925639
f3d955,8.911209766925639
f420bf,8.911209766925639
f434ab,8.911209766925639
f4e861,8.911209766925639
f59500,8.911209766925639
f6693e,8.911209766925639
f6d6d4,8.911209766925639
f7401f,8.911209766925639
f80efe,8.911209766925639
f8a224,8.911209766925639
f91f22,8.911209766925639
f9466d,8.911209766925639
fa4d4e,8.911209766925639
fccf42,8.911209766925639
fcd857,8.911209766925639
fcf46b,8.911209766925639
fcfd38,8.911209766925639
fcfec0,8.911209766925639
fd6b6e,8.911209766925639
fd92fb,8.911209766925639
fe9b75,8.911209766925639
fef495,8.911209766925639
ffa91e,8.911209766925639
fffa5e,8.911209766925639
